

120393fd3ccca724,0
1268833ab0051ed4,0
1424f91742952bdd,0
1c00807d46daee79,0
1e2a713addbedb87,0
1f049ea76e595729,0
28253f1d4f1629a5,0
2b37ac5638bac036,0
2c187392b615d059,0
2f3bc4bf5ce24531,0
322d6cb7a03ba380,0
35611da39ae8eeb1,0
3c85f16b191f7e1d,0
3fa7f5946e4620ff,0
44c698b2fd779a5c,0
45113574e7282f40,0
52adad443bbaed15,0
69fdcdafcd461dbb,0
74ae8a3e74b7fe56,0
8096ed6f81458725,0
8456206fbd61299a,0
8820a83e617cded8,0
8f074078a451bdd4,0
8fddfb1761e82e5d,0
9279f51b43e8f684,0
9322ed1d54f39fa3,0
9c7d2f672bb140cb,0
9e32681a3051e8d0,0
aff2bc00e46c6207,0
b09592cae142f566,0
b37fa6fa53d0220c,0
bf95403eec5e2be7,0
c0a50fa07ba2e84e,0
c0d43ab33f48ddd2,0
c6883a62fe056e9,0
cf834229a1574394,0
cf885963fc86e1bf,0
d435678b497ec126,0
da516437a2bcac8e,0
ea4fa78d7fd0d377,0
ea6974a0c3b474e1,0
f177e90e46f0441b,0
